[17,54), State-gov, 77516, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Male, 2174, 0, 40, United-States
[17,54), Private, 196308, [HS-Grad,Doctorate], 10, Married, Other-service, Wife, *, Female, 0, 0, 24, United-States
[17,54), Self-emp-not-inc, 40690, [HS-Grad,Doctorate], 10, Not Married, Farming-fishing, Own-child, *, Male, 0, 0, 75, United-States
[17,54), Private, 228583, [HS-Grad,Doctorate], 9, Not Married, Other-service, Unmarried, *, Male, 0, 0, 40, Columbia
[17,54), Private, 695136, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Not-in-family, *, Male, 0, 0, 30, United-States
[54,90], Private, 209236, [HS-Grad,Doctorate], 9, Married, Adm-clerical, Husband, *, Male, 0, 0, 36, United-States
[17,54), Federal-gov, 214838, [HS-Grad,Doctorate], 14, Married, Exec-managerial, Husband, *, Male, 0, 0, 60, United-States
[17,54), Self-emp-not-inc, 188436, [HS-Grad,Doctorate], 9, Not Married, Exec-managerial, Other-relative, *, Male, 0, 0, 40, United-States
[17,54), Private, 177625, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 124591, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 230856, [HS-Grad,Doctorate], 10, Not Married, Prof-specialty, Not-in-family, *, Female, 3325, 0, 50, United-States
[17,54), Federal-gov, 221532, [HS-Grad,Doctorate], 12, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 232577, [HS-Grad,Doctorate], 11, Not Married, Tech-support, Own-child, *, Female, 0, 0, 30, United-States
[17,54), Private, 168216, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 214702, [HS-Grad,Doctorate], 15, Married, Prof-specialty, Husband, *, Male, 0, 0, 42, United-States
[54,90], Private, 237620, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 30, United-States
[17,54), State-gov, 54887, [HS-Grad,Doctorate], 16, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 164526, [HS-Grad,Doctorate], 16, Not Married, Prof-specialty, Not-in-family, *, Male, 14084, 0, 45, United-States
[17,54), Private, 224506, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 40, ?
[54,90], Private, 183870, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 208330, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 51, United-States
[54,90], Self-emp-inc, 168370, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 40, United-States
[54,90], Self-emp-not-inc, 320376, [HS-Grad,Doctorate], 9, Married, Sales, Wife, *, Female, 0, 0, 48, United-States
[17,54), Private, 192384, [HS-Grad,Doctorate], 10, Married, Handlers-cleaners, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 167350, [Preschool,12th], 8, Not Married, Handlers-cleaners, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 103538, [HS-Grad,Doctorate], 15, Married, Prof-specialty, Husband, *, Male, 0, 0, 65, United-States
[17,54), Private, 58522, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 191342, [HS-Grad,Doctorate], 13, Married, Craft-repair, Husband, *, Male, 0, 0, 40, Philippines
[17,54), Private, 193820, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Own-child, *, Female, 0, 0, 35, United-States
[17,54), Private, 258490, [HS-Grad,Doctorate], 10, Not Married, Sales, Not-in-family, *, Female, 0, 0, 35, United-States
[17,54), Private, 56520, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 102476, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Male, 0, 0, 50, United-States
[17,54), Self-emp-inc, 311357, [HS-Grad,Doctorate], 15, Married, Prof-specialty, Husband, *, Male, 0, 0, 50, United-States
[17,54), Private, 166497, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Own-child, *, Male, 0, 0, 38, United-States
[17,54), Private, 160724, [HS-Grad,Doctorate], 14, Married, Exec-managerial, Husband, *, Male, 7298, 0, 40, Philippines
[17,54), Private, 338270, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 282394, [HS-Grad,Doctorate], 10, Not Married, Sales, Own-child, *, Female, 0, 0, 21, United-States
[17,54), Private, 383269, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Unmarried, *, Female, 0, 0, 40, United-States
[54,90], Private, 119386, [HS-Grad,Doctorate], 11, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 60, United-States
[17,54), Private, 196975, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 334221, [HS-Grad,Doctorate], 10, Not Married, Other-service, Not-in-family, *, Female, 0, 0, 18, United-States
[54,90], Private, 27385, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 0, 0, 60, United-States
[17,54), State-gov, 133846, [HS-Grad,Doctorate], 10, Not Married, Other-service, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 361888, [HS-Grad,Doctorate], 9, Married, Transport-moving, Husband, *, Male, 0, 0, 45, United-States
[17,54), Private, 230429, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 35, United-States
[17,54), Private, 328776, [HS-Grad,Doctorate], 9, Not Married, Exec-managerial, Unmarried, *, Female, 0, 0, 40, United-States
[54,90], Private, 243829, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 50, United-States
[17,54), Private, 306646, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 3103, 0, 50, United-States
[17,54), Private, 138179, [HS-Grad,Doctorate], 12, Married, Craft-repair, Husband, *, Male, 0, 1902, 40, United-States
[17,54), Private, 280069, [HS-Grad,Doctorate], 10, Not Married, Sales, Not-in-family, *, Female, 0, 0, 48, United-States
[54,90], Private, 305759, [HS-Grad,Doctorate], 9, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 40, ?
[54,90], Local-gov, 164876, [HS-Grad,Doctorate], 9, Not Married, Transport-moving, Unmarried, *, Male, 0, 0, 20, United-States
[17,54), Self-emp-inc, 138597, [HS-Grad,Doctorate], 12, Not Married, Prof-specialty, Other-relative, *, Female, 0, 0, 40, United-States
[17,54), Private, 111483, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Husband, *, Male, 7298, 0, 40, United-States
[17,54), Private, 144778, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 50, United-States
[54,90], Private, 171015, [HS-Grad,Doctorate], 9, Not Married, Sales, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 112494, [HS-Grad,Doctorate], 9, Not Married, Transport-moving, Not-in-family, *, Male, 0, 0, 45, United-States
[17,54), Private, 408473, [Preschool,12th], 8, Not Married, Sales, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), State-gov, 27802, [HS-Grad,Doctorate], 12, Married, Tech-support, Husband, *, Male, 0, 0, 38, United-States
[17,54), Private, 236318, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 121836, [HS-Grad,Doctorate], 14, Married, Adm-clerical, Wife, *, Female, 7688, 0, 38, United-States
[17,54), Self-emp-not-inc, 315971, [HS-Grad,Doctorate], 14, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 698418, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Own-child, *, Female, 0, 0, 25, United-States
[17,54), Private, 329530, [Preschool,12th], 7, Married, Craft-repair, Husband, *, Male, 0, 0, 40, Mexico
[54,90], Private, 194456, [HS-Grad,Doctorate], 13, Married, Craft-repair, Husband, *, Male, 0, 0, 40, England
[17,54), Private, 282579, [HS-Grad,Doctorate], 10, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), State-gov, 26401, [HS-Grad,Doctorate], 14, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 25, United-States
[17,54), State-gov, 364958, [HS-Grad,Doctorate], 9, Married, Adm-clerical, Husband, *, Male, 3464, 0, 40, United-States
[17,54), Private, 83998, [HS-Grad,Doctorate], 10, Not Married, Sales, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 94364, [HS-Grad,Doctorate], 10, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 20, United-States
[17,54), Private, 174189, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 60, United-States
[17,54), Local-gov, 101967, [HS-Grad,Doctorate], 14, Married, Prof-specialty, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 146908, [HS-Grad,Doctorate], 16, Married, Prof-specialty, Husband, *, Male, 0, 0, 60, United-States
[17,54), Private, 126675, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Not-in-family, *, Male, 0, 2205, 40, United-States
[17,54), Private, 31606, [HS-Grad,Doctorate], 10, Not Married, Other-service, Own-child, *, Female, 0, 0, 25, Germany
[17,54), Private, 132327, [HS-Grad,Doctorate], 10, Married, Sales, Unmarried, *, Female, 0, 0, 30, Ecuador
[17,54), Private, 112459, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 45, United-States
[17,54), Private, 48894, [HS-Grad,Doctorate], 9, Married, Adm-clerical, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 181943, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 35, United-States
[17,54), Private, 247685, [HS-Grad,Doctorate], 10, Not Married, Craft-repair, Not-in-family, *, Male, 3325, 0, 40, United-States
[17,54), Local-gov, 195808, [HS-Grad,Doctorate], 9, Not Married, Protective-serv, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 172052, [HS-Grad,Doctorate], 9, Married, Prof-specialty, Husband, *, Male, 0, 0, 35, South
[17,54), Local-gov, 50178, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 4064, 0, 55, United-States
[54,90], Private, 351711, [HS-Grad,Doctorate], 10, Married, Adm-clerical, Husband, *, Male, 0, 0, 40, United-States
[17,54), State-gov, 190305, [HS-Grad,Doctorate], 14, Married, Prof-specialty, Husband, *, Male, 0, 0, 50, United-States
[17,54), Private, 464103, [Preschool,12th], 2, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 40, Guatemala
[17,54), ?, 36348, [HS-Grad,Doctorate], 10, Not Married, ?, Own-child, *, Male, 0, 0, 48, United-States
[17,54), Private, 120238, [HS-Grad,Doctorate], 9, Married, Machine-op-inspct, Not-in-family, *, Male, 0, 0, 40, Poland
[17,54), Private, 354095, [HS-Grad,Doctorate], 10, Not Married, Sales, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Local-gov, 308901, [Preschool,12th], 7, Not Married, Adm-clerical, Own-child, *, Female, 0, 0, 15, United-States
[17,54), State-gov, 208826, [HS-Grad,Doctorate], 16, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 99, England
[17,54), Private, 369677, [Preschool,12th], 6, Not Married, Sales, Not-in-family, *, Female, 0, 0, 36, United-States
[17,54), Federal-gov, 98524, [HS-Grad,Doctorate], 12, Married, Adm-clerical, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 239723, [HS-Grad,Doctorate], 10, Married, Craft-repair, Unmarried, *, Female, 1506, 0, 45, United-States
[54,90], Private, 231232, [Preschool,12th], 4, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 236396, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 0, 1902, 55, United-States
[17,54), ?, 119156, [HS-Grad,Doctorate], 13, Not Married, ?, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 320451, [HS-Grad,Doctorate], 10, Not Married, Protective-serv, Own-child, *, Male, 0, 0, 24, India
[17,54), Private, 38397, [HS-Grad,Doctorate], 9, Not Married, Other-service, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Self-emp-inc, 189183, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Local-gov, 199281, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 286342, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Not-in-family, *, Female, 0, 0, 38, United-States
[17,54), Private, 152810, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-inc, 176981, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Own-child, *, Female, 0, 0, 50, United-States
[17,54), Private, 117549, [Preschool,12th], 6, Not Married, Sales, Other-relative, *, Female, 0, 0, 12, United-States
[54,90], Private, 254797, [HS-Grad,Doctorate], 10, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 133336, [HS-Grad,Doctorate], 9, Married, Tech-support, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 182826, [HS-Grad,Doctorate], 9, Married, Prof-specialty, Husband, *, Male, 0, 0, 35, United-States
[17,54), Private, 136224, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 134475, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Male, 0, 1762, 40, United-States
[17,54), Private, 272778, [HS-Grad,Doctorate], 10, Not Married, Other-service, Unmarried, *, Female, 0, 0, 32, United-States
[17,54), Private, 279183, [HS-Grad,Doctorate], 10, Married, Other-service, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 110243, [Preschool,12th], 7, Married, Other-service, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 202071, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Own-child, *, Female, 0, 0, 40, United-States
[54,90], Private, 197642, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 39, United-States
[17,54), Private, 125591, [Preschool,12th], 7, Not Married, Other-service, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 197462, [HS-Grad,Doctorate], 13, Married, Tech-support, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 238831, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 182177, [HS-Grad,Doctorate], 13, Married, Other-service, Husband, *, Male, 0, 0, 40, Yugoslavia
[17,54), Local-gov, 240504, [HS-Grad,Doctorate], 12, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-inc, 125892, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 38, United-States
[17,54), Private, 154430, [HS-Grad,Doctorate], 14, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 50, United-States
[17,54), Private, 207685, [HS-Grad,Doctorate], 9, Married, Handlers-cleaners, Wife, *, Female, 3908, 0, 40, United-States
[17,54), Private, 222020, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 243240, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Not-in-family, *, Male, 0, 0, 37, United-States
[17,54), Private, 158734, [HS-Grad,Doctorate], 14, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 30, United-States
[17,54), Private, 257691, [HS-Grad,Doctorate], 13, Not Married, Sales, Not-in-family, *, Female, 0, 0, 20, United-States
[17,54), Private, 144483, [HS-Grad,Doctorate], 11, Not Married, Sales, Own-child, *, Female, 594, 0, 35, United-States
[17,54), Private, 209826, [HS-Grad,Doctorate], 10, Not Married, Sales, Own-child, *, Female, 0, 0, 15, United-States
[17,54), Private, 30244, [HS-Grad,Doctorate], 12, Married, Exec-managerial, Husband, *, Male, 15024, 0, 40, United-States
[54,90], Private, 133050, [HS-Grad,Doctorate], 10, Not Married, Sales, Not-in-family, *, Male, 0, 0, 41, United-States
[17,54), Private, 138332, [HS-Grad,Doctorate], 10, Married, Adm-clerical, Own-child, *, Female, 0, 0, 6, United-States
[54,90], Private, 201398, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Unmarried, *, Male, 0, 0, 60, ?
[17,54), Private, 526968, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 38, United-States
[17,54), Private, 79036, [HS-Grad,Doctorate], 11, Not Married, Transport-moving, Not-in-family, *, Male, 0, 0, 50, United-States
[17,54), Private, 240323, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 270544, [Preschool,12th], 8, Not Married, Adm-clerical, Own-child, *, Female, 0, 0, 30, United-States
[17,54), State-gov, 199551, [Preschool,12th], 7, Not Married, Tech-support, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 231052, [HS-Grad,Doctorate], 9, Not Married, Other-service, Unmarried, *, Female, 0, 0, 35, United-States
[54,90], State-gov, 203072, [HS-Grad,Doctorate], 16, Married, Prof-specialty, Husband, *, Male, 0, 0, 50, United-States
[17,54), Private, 126771, [Preschool,12th], 8, Not Married, Prof-specialty, Own-child, *, Male, 0, 0, 7, United-States
[17,54), Private, 31848, [HS-Grad,Doctorate], 11, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 328981, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 159670, [HS-Grad,Doctorate], 12, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 450695, [HS-Grad,Doctorate], 12, Not Married, Sales, Not-in-family, *, Male, 0, 0, 35, United-States
[54,90], Private, 182028, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 349620, [Preschool,12th], 6, Not Married, Machine-op-inspct, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 161066, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 50, United-States
[17,54), Private, 213611, [Preschool,12th], 4, Married, Priv-house-serv, Unmarried, *, Female, 0, 1594, 24, Guatemala
[17,54), Private, 548303, [HS-Grad,Doctorate], 9, Married, Prof-specialty, Own-child, *, Male, 0, 0, 40, Mexico
[17,54), Private, 150861, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, Japan
[17,54), ?, 335625, [HS-Grad,Doctorate], 10, Not Married, ?, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 133766, [HS-Grad,Doctorate], 9, Married, Farming-fishing, Husband, *, Male, 0, 0, 70, United-States
[17,54), Private, 200511, [HS-Grad,Doctorate], 9, Not Married, Farming-fishing, Not-in-family, *, Male, 0, 0, 55, United-States
[17,54), Private, 50103, [HS-Grad,Doctorate], 10, Married, Sales, Wife, *, Female, 0, 0, 40, United-States
[17,54), ?, 148266, [HS-Grad,Doctorate], 15, Married, ?, Husband, *, Male, 0, 0, 6, Mexico
[17,54), Private, 177211, [HS-Grad,Doctorate], 13, Married, Other-service, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 132686, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Husband, *, Male, 0, 0, 55, United-States
[54,90], Federal-gov, 21626, [HS-Grad,Doctorate], 10, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Private, 52900, [Preschool,12th], 4, Married, Transport-moving, Husband, *, Male, 0, 0, 40, United-States
[17,54), ?, 150084, [HS-Grad,Doctorate], 9, Not Married, ?, Own-child, *, Male, 0, 0, 25, United-States
[17,54), Private, 248886, [HS-Grad,Doctorate], 9, Married, Adm-clerical, Husband, *, Male, 0, 0, 42, United-States
[17,54), Self-emp-not-inc, 118259, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 3137, 0, 60, United-States
[54,90], Private, 145493, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 219546, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Other-relative, *, Male, 3411, 0, 47, United-States
[17,54), Federal-gov, 399155, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 227310, [HS-Grad,Doctorate], 10, Not Married, Other-service, Own-child, *, Female, 0, 0, 25, United-States
[54,90], Private, 333270, [HS-Grad,Doctorate], 14, Married, Craft-repair, Wife, *, Female, 0, 0, 35, Philippines
[17,54), Private, 231495, [HS-Grad,Doctorate], 9, Married, Other-service, Husband, *, Male, 0, 0, 40, United-States
[17,54), Federal-gov, 133935, [HS-Grad,Doctorate], 13, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Federal-gov, 55237, [HS-Grad,Doctorate], 10, Not Married, Machine-op-inspct, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 183034, [HS-Grad,Doctorate], 10, Not Married, Sales, Own-child, *, Male, 0, 0, 35, United-States
[17,54), Private, 245487, [Preschool,12th], 3, Married, Machine-op-inspct, Husband, *, Male, 0, 0, 40, Mexico
[17,54), Private, 185480, [HS-Grad,Doctorate], 11, Not Married, Other-service, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 114251, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 181814, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Other-relative, *, Female, 0, 0, 40, United-States
[17,54), Private, 340917, [HS-Grad,Doctorate], 14, Married, Exec-managerial, Husband, *, Male, 15024, 0, 60, United-States
[17,54), Private, 241998, [HS-Grad,Doctorate], 13, Married, Tech-support, Husband, *, Male, 0, 1977, 40, United-States
[17,54), Self-emp-inc, 125324, [HS-Grad,Doctorate], 10, Married, Exec-managerial, Husband, *, Male, 0, 0, 80, United-States
[17,54), Private, 34744, [HS-Grad,Doctorate], 12, Not Married, Other-service, Unmarried, *, Female, 0, 0, 37, United-States
[54,90], Private, 131608, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 40, United-States
[17,54), Federal-gov, 226916, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Private, 124137, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Not-in-family, *, Male, 0, 0, 41, United-States
[17,54), Private, 96282, [Preschool,12th], 6, Not Married, Other-service, Own-child, *, Male, 0, 0, 14, United-States
[17,54), Private, 337050, [HS-Grad,Doctorate], 14, Married, Exec-managerial, Husband, *, Male, 0, 1977, 45, United-States
[54,90], Private, 229335, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[54,90], State-gov, 199495, [Preschool,12th], 8, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 111675, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 43, United-States
[17,54), Private, 139209, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 32372, [HS-Grad,Doctorate], 9, Married, Farming-fishing, Husband, *, Male, 0, 0, 30, United-States
[17,54), Self-emp-not-inc, 203784, [HS-Grad,Doctorate], 11, Married, Farming-fishing, Husband, *, Male, 0, 0, 62, United-States
[17,54), Private, 164190, [HS-Grad,Doctorate], 11, Married, Craft-repair, Husband, *, Male, 7298, 0, 40, United-States
[17,54), Private, 64875, [HS-Grad,Doctorate], 10, Not Married, Farming-fishing, Unmarried, *, Male, 0, 0, 60, United-States
[17,54), Private, 41806, [Preschool,12th], 7, Married, Machine-op-inspct, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 208725, [HS-Grad,Doctorate], 12, Not Married, Sales, Not-in-family, *, Male, 0, 0, 42, United-States
[17,54), Local-gov, 79019, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Unmarried, *, Female, 0, 0, 16, United-States
[17,54), Private, 136951, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 203554, [HS-Grad,Doctorate], 14, Married, Exec-managerial, Husband, *, Male, 0, 0, 60, United-States
[17,54), Private, 252947, [HS-Grad,Doctorate], 13, Not Married, Machine-op-inspct, Not-in-family, *, Male, 0, 1719, 32, United-States
[17,54), Private, 170861, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 199590, [HS-Grad,Doctorate], 9, Married, Other-service, Husband, *, Male, 0, 0, 40, Mexico
[17,54), Private, 529216, [HS-Grad,Doctorate], 13, Not Married, Tech-support, Unmarried, *, Male, 7430, 0, 45, ?
[17,54), Private, 195576, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 4386, 0, 60, United-States
[17,54), Private, 182177, [HS-Grad,Doctorate], 9, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 40, Ireland
[17,54), State-gov, 183678, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 50, United-States
[17,54), Private, 209320, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 0, 0, 40, United-States
[54,90], Self-emp-inc, 206862, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 0, 0, 36, United-States
[17,54), Private, 168941, [Preschool,12th], 7, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Self-emp-not-inc, 201263, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 15024, 0, 55, United-States
[17,54), Private, 75333, [Preschool,12th], 6, Not Married, Sales, Own-child, *, Female, 0, 0, 24, United-States
[54,90], ?, 299494, [Preschool,12th], 7, Married, ?, Husband, *, Male, 1797, 0, 40, United-States
[54,90], Self-emp-not-inc, 163212, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Unmarried, *, Female, 99999, 0, 40, United-States
[54,90], Private, 139290, [HS-Grad,Doctorate], 9, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 38, United-States
[17,54), Private, 400416, [Preschool,12th], 6, Not Married, Other-service, Own-child, *, Male, 0, 0, 20, United-States
[17,54), Self-emp-not-inc, 223763, [HS-Grad,Doctorate], 14, Married, Craft-repair, Husband, *, Male, 0, 0, 65, United-States
[17,54), Private, 77927, [HS-Grad,Doctorate], 13, Not Married, Other-service, Own-child, *, Female, 0, 0, 40, Philippines
[17,54), Private, 175804, [HS-Grad,Doctorate], 9, Married, Sales, Husband, *, Male, 0, 0, 48, United-States
[17,54), Private, 91525, [HS-Grad,Doctorate], 9, Not Married, Sales, Other-relative, *, Male, 0, 0, 25, United-States
